"oil_USD","imp_price_mom","miacr_31","neer_mom","gdp_per_cap_SA","cpi_all_mom"
0.0449110446237393,0.009,0.049,-0.006,0.00143578538826539,0.000714974246279954
-0.0137921332620401,-0.004,0.0528,0.028,0.00149127578128727,0.00287213659420884
-0.0998687717555775,0.003,0.0589,0.027,0.00152228366405893,0.00219030315984589
0.0492194021555354,-0.023,0.0697,0.006,0.00152687721940481,0.00559929408558564
0.0163017558481675,-0.005,0.0702,-0.039,0.00149486695474277,0.00423046877678467
-0.0341741801703801,0,0.0776,0.001,0.00140761517979371,0.00374921871916065
0.0292212229896771,-0.014,0.0733,-0.006,0.00124056681368589,-0.00222050413356138
0.112018810279035,0.002,0.0751,-0.034,0.000990495480156284,0.00205382711082984
-0.000726656210103371,0.013,0.066,-0.02,0.000687888649643753,0.00486257740431849
-0.0340101782032454,-0.001,0.0753,0.002,0.000415264973027796,0.00384216411129683
-0.158981136653398,-0.003,0.0708,0.022,0.00020306928439684,0.00539511829866139
-0.0510458416275208,-0.018,0.0724,0.052,5.00757510275562e-05,0.00964723094717707
0.0881619185360085,-0.006,0.0732,-0.019,-6.03185531948824e-05,0.0122866135306361
0.0860512544173204,-0.008,0.0709,-0.011,-0.000137439942676565,0.00597458076885325
-0.0193263854719818,0.009,0.0685,0.006,-0.00017426274591692,0.00789028913798516
-0.0344954712355952,0.017,0.075,-0.007,-0.000140711692970363,0.00517218574116318
0.023485859780835,0.001,0.07,0.003,-3.90073596188145e-05,0.00330431493065972
-0.000625139566979627,-0.004,0.0756,-0.01,9.53078800067786e-05,0.00466772228243933
0.0402715486733376,0.007,0.0741,-0.011,0.000187411811277016,0.00376440477899891
-0.0427760222805569,0.004,0.0765,-0.004,0.00020452008303895,0.00426594484355377
-0.0216366565260859,0,0.0731,0.001,0.00015043407903903,0.00246385181821329
-0.0707135532038841,-0.014,0.0771,0.017,6.55397316027262e-05,0.00560661809356125
-0.0176381903066787,0.001,0.0734,-0.005,-2.0552666545548e-05,0.00670058292181275
0.0210700709477871,-0.009,0.0806,0.036,-8.15757303387343e-05,0.00505340435780211
0.0616835300448892,0.008,0.0734,0.006,-8.70839575863869e-05,0.00805864390539166
0.0668308951016927,-0.009,0.0727,0.018,-3.64994009878217e-05,0.00626796223885871
-0.0616904394472444,0.008,0.081,-0.012,4.27089378787215e-05,0.00443839301118829
-0.00302599839771833,0.004,0.0719,-0.003,9.27803795631732e-05,0.00607185857895353
0.0154010427130578,0.007,0.0717,0.009,9.27849103504741e-05,0.00514494246901124
0.00216802255211501,-0.006,0.0773,0.012,5.62305225146886e-05,0.0041914269576545
-0.0332110151502043,0.01,0.0714,0.012,3.22570310364867e-05,0.000867388693739556
0.0194001467489011,-0.001,0.0741,0.041,3.21803230294293e-05,0.00581074188741276
-0.0214544943040069,0.001,0.0859,0.023,3.24551896619951e-05,0.00904959439481237
0.015489805761506,0.006,0.101,-0.024,-2.41087768060311e-05,0.00927309715044809
0.0183307309594376,-0.001,0.0964,-0.022,-0.000162154166095441,0.00914801175453228
0.0128396826974653,0,0.0963,-0.022,-0.000368652693170546,0.00723844578808287
-0.0758732227221763,-0.011,0.0991,0.005,-0.000582044936556336,0.00495060053770948
-0.0257374318328765,0.004,0.1045,0.024,-0.000782829090871573,0.00721885546661979
-0.0832656859511793,0,0.1019,0.026,-0.000977300516042057,0.00877670563888132
-0.0941302396499726,-0.018,0.1056,0.059,-0.00118220349703257,0.00836235669225758
-0.206333978400053,-0.009,0.1149,0.093,-0.00139913298561734,0.011938407629339
-0.212904802334755,-0.012,0.1687,0.157,-0.00159916170338903,0.0248849547807112
-0.0937511384744929,-0.003,0.2191,0.065,-0.00170684584627434,0.0338268359424124
0.196759536771852,-0.03,0.1748,0.003,-0.00168926190441532,0.0210626431165605
-0.147378646460294,-0.012,0.1581,-0.101,-0.00154773393051411,0.0109854317561999
0.195544584172556,-0.015,0.1525,-0.137,-0.00131857764246934,0.00486515377956813
-0.0150682464226763,-0.006,0.1348,-0.021,-0.00103546843371394,0.00389502916647941
-0.0404046979782686,0.017,0.1346,0.067,-0.000745716215459602,0.00298167924617023
-0.193399643991905,-0.001,0.1335,0.033,-0.000530536007642191,0.00805832942674038
0.0139422976664916,-0.014,0.1389,0.117,-0.000411442406114126,0.0081916447221066
-0.0843910725603072,0.002,0.1252,0.014,-0.000365826899682453,0.00795146497098661
0.0103431002313643,-0.004,0.1384,-0.057,-0.00033553810033915,0.00745660475701434
-0.106247559009538,-0.001,0.1329,0,-0.000289372529465481,0.00659044965313071
-0.180455015910794,-0.019,0.128,0.065,-0.000225323793902277,0.00622113954335881
-0.0740003939923204,0,0.1268,0.074,-0.000174042926758489,0.00534256531717521
0.0793010062632113,-0.005,0.1275,0.017,-0.000144853716432358,0.00543421483971026
0.0745053818329975,0.007,0.1234,-0.088,-0.000129731413014866,0.00379344155001021
0.18008075794853,-0.003,0.1215,-0.036,-0.000105717196087873,0.00440169143994415
0.0412015605261238,0.011,0.1267,-0.018,-5.42158200760312e-05,0.00432748640239815
0.00227437296740884,-0.001,0.1172,-0.01,3.69380922826679e-05,0.004280876783275
-0.166097013844897,0.006,0.1079,-0.025,0.000169424048293898,0.00548697469583495
0.118730865765434,-0.011,0.1146,0.019,0.000333759121577515,0.00482579553537374
0.0325942159429116,0.005,0.107,-0.007,0.000499357609101914,0.00409461984104969
-0.0216110107714265,0,0.1109,-0.042,0.000602224967459541,0.00436079931900162
0.0656890698002974,-0.005,0.1043,0.005,0.000625685838175905,0.0035671081825565
0.105541005888808,-0.007,0.1045,-0.059,0.000592442597739051,0.00238212847421368
-0.0132620711623561,-0.004,0.1032,-0.037,0.000562378373207828,0.00233846861501261
0.0159655061975448,0.01,0.1082,-0.017,0.000563594523710798,0.00158104585408885
-0.0526583275703336,0.008,0.1058,-0.003,0.000594097886024159,0.000702326492542148
-0.0353352722051916,0,0.1051,-0.024,0.000621274413382444,0.00292154382018657
-0.0158481924059459,0.004,0.0817,0.029,0.000626403752757021,0.00368245468396483
-0.03764049310504,0.011,0.0875,0.02,0.000602301160149921,0.0063813464072094
0.0785263837755528,0.007,0.0872,0.041,0.000552578142089644,0.000937079847246799
0.00458979582782648,0.014,0.0879,0.016,0.000496728269123281,-0.000577722366084261
0.0756740586653937,0.011,0.0867,-0.026,0.000473379211971547,0.00109012105027305
0.0751183036568142,0.007,0.0828,-0.014,0.000544018804873758,0.00216248981152187
0.029746778167679,-0.006,0.0832,0.017,0.000712737937537788,0.00144530051196334
0.0623658861677416,0.001,0.0752,-0.001,0.000920988303406922,0.00239838433355101
0.0296372597919508,0.013,0.072,-0.011,0.0010351497586365,-0.000508745010705555
-0.0655948207097259,0.025,0.0707,0.015,0.00100326336367651,0.00159992426559995
0.0699439143021587,-0.003,0.0707,0.003,0.000846540038781818,0.00230159976056922
0.0797644871205145,0.011,0.0722,0.051,0.000661483415193231,0.00308388158835611
0.0297390340146668,-0.002,0.0699,0.002,0.000498133240196097,0.00372983500871142
0.0188793896869104,-0.017,0.0718,-0.006,0.000373267142072642,0.00520326682705543
-0.0729538143958246,0,0.071,-0.008,0.00028220489685804,0.00299835709978142
0.0543336935748915,-0.001,0.076,0.029,0.000216119554778516,0.00478196819245636
0.0724864385861794,-0.007,0.082,0.02,0.000168814937182127,0.00427025595679836
-0.116066608427195,0.008,0.081,-0.034,0.000141739710544542,0.00376524013038056
-0.23417082499357,-0.01,0.0826,0.004,0.0001561459759305,0.004269331627233
-0.0945062603556845,-0.004,0.0872,0.018,0.000255341150309008,0.00640470250779032
0.135903038754982,0.001,0.0873,0.004,0.000504036055195556,0.00650923155916147
0.0770704870564032,0.003,0.0849,-0.023,0.000862460084277039,0.00387455553967591
0.0258078842260687,-0.003,0.0839,-0.012,0.0011685592781312,0.00250702597884264
0.0623048781235545,0.002,0.0838,-0.015,0.0012122873681113,0.00184928834894844
-0.132557616374003,-0.005,0.0832,-0.005,0.000890087889838576,0.00338042710456016
0.0235563658583322,-0.005,0.0799,-0.003,0.000301785638571417,0.000936454889009543
-0.00466709003864185,0.007,0.0768,-0.015,-0.000364862249401909,0.00232312060092738
-0.079990732108274,-0.003,0.0734,0.024,-0.000944241368957321,0.00220594423521875
0.0109198902283483,-0.003,0.0696,-0.015,-0.00138369778463154,0.00118707051623004
-0.00502513625528422,-0.005,0.0689,-0.007,-0.00170192219177778,0.00167922595381286
0.0296158631948593,0.001,0.0674,-0.003,-0.00193265196060999,0.00215488310650361
0.0795660580955122,0.001,0.0635,-0.013,-0.00210131156741777,0.0017224607211079
-0.164770964767047,0.006,0.0635,-0.016,-0.00220816327835127,0.00064291937084546
-0.118804328700971,0.003,0.0607,0.017,-0.00223856267415368,0.00281430562566275
-0.845766322413532,-0.015,0.0672,0.117,-0.00215525615424639,0.00462556040934331
0.098818437284975,0.01,0.0672,0.008,-0.00837298022852817,0.0068564922258832
0.435392533207979,-0.019,0.0672,-0.035,-0.00571442345787698,0.0026903228899686
0.11001795873766,0.001,0.0446,-0.027,0.00227425401261883,0.00282501553169898
0.0458861862607089,0.019,0.0507,0.035,0.00148087328071611,0.0037588535591481
0.0362424990685302,0.01,0.0427,0.05,0.00186649777868819,0.0041026490518238
