"V1","Demeaned series  cpi_all_mom","Constructed series  cpi_all_mom","Cumulative effect of  oil_USD shock on  cpi_all_mom","Cumulative effect of  imp_price_mom shock on  cpi_all_mom","Cumulative effect of  miacr_31 shock on  cpi_all_mom","Cumulative effect of  neer_mom shock on  cpi_all_mom","Cumulative effect of  gdp_per_cap_SA shock on  cpi_all_mom","Cumulative effect of  cpi_all_mom shock on  cpi_all_mom"
134,-0.00134998981819244,-0.00127934898888009,-0.000997900141002293,-7.54182164220775e-05,-5.47020223070799e-05,-0.00205425597266245,-0.000221117526795854,0.00212404489030966
135,-0.00208116551251649,-0.00201169886183577,-0.00113487783500277,-0.000158890468646323,-7.07428582822313e-05,-0.00210251104199476,-0.000698108207804075,0.00215343154989439
136,-0.00181498603456456,-0.00174852944735192,-0.000934751679507875,-6.2146800323097e-05,0.000325865231558248,-0.00290343539899297,0.000293056211817922,0.00153288298809586
137,-0.00260867717100968,-0.00254547286337228,-0.000895884699445975,5.17465529100093e-07,0.000303830045066463,-0.00347710933946349,0.000546579706468525,0.000976593958473095
138,-0.0037936568793525,-0.00373214923412098,-0.00133156527670077,0.000196289237772258,0.000525450058334729,-0.00372020986480694,-0.000419241952993938,0.00101712856427367
139,-0.00383731673855357,-0.00377802607937268,-0.0014426756905305,0.000266950188632319,0.000681772398049446,-0.0054989720436817,0.00184426765233184,0.000370631415825914
140,-0.00459473949947733,-0.00453829123606415,-0.00142142273160987,0.000340921660592138,0.00112764117201735,-0.00553409447449404,0.000864777142690403,8.38859947398718e-05
141,-0.00547345886102403,-0.005418144919999,-0.00158216170923533,0.000359008328728864,0.00104208791722652,-0.00491603592801374,-0.000931546453874252,0.000610502925168946
142,-0.00325424153337961,-0.00319931863660376,-0.00106905343526123,0.000307282847173345,0.00119087520286376,-0.00537722388314216,0.000582296106915578,0.00116650452484695
143,-0.00249333066960135,-0.00243951472761454,-0.000170216511077565,-0.00022244507464629,-0.000371441970680521,-0.00517954278551621,0.00277224495200029,0.000731886662305749
144,0.00020556105364322,0.000259357926463359,2.5642188389781e-05,-0.000530396292505919,-0.000692643620073215,-0.00322727812995592,0.00406448145595925,0.000619552324649387
145,-0.00523870550631938,-0.00518351867181782,-6.99479127566337e-06,-0.000570864771336228,-0.000683968005030376,-0.00139299541847652,-0.00275712852924963,0.000228432843550601
146,-0.00675350771965044,-0.00669749181730849,0.000424362098930834,-0.000572553904415473,0.000891769358540669,5.98593638676047e-05,-0.00670819268456871,-0.000792736049663411
147,-0.00508566430329313,-0.00502874287774498,0.000119698692709095,-0.000733155009220073,0.000965596681222666,0.000700366463494343,-0.00503454708694399,-0.00104670261900703
148,-0.00401329554204431,-0.00395415412011011,-0.00060902528369406,-0.000905498508093047,0.000803545205941812,-6.33755232762509e-05,-0.00279409361919703,-0.000385706391791535
149,-0.00473048484160284,-0.00466938394055202,-0.000626959398157726,-0.000652313164841845,0.000321766626820197,-0.000182824491084807,-0.00319491094851268,-0.000334142564775164
150,-0.00377740102001517,-0.00371516099985443,-0.000737953168093336,-0.000655564701776622,-0.000250971880777491,0.0009230280401145,-0.00275004071010418,-0.000243658579217294
151,-0.00668453036427174,-0.0066204810330921,-0.00129188489168824,-0.000718977785553391,-0.000784771301545806,0.00173178693526378,-0.00590773836122017,0.00035110437165172
152,-0.00457586108796623,-0.00450993092696178,-0.000939555655442127,-0.000411091923325674,-0.000809569498270069,0.00139425488203198,-0.00433545556046862,0.00059148682851274
153,-0.00387418559299696,-0.00380759325742145,-0.000134317071272804,-3.33967825337202e-05,-0.000563084270432297,0.00117083612777929,-0.00432254767115954,7.49164101976142e-05
154,-0.00309190376521007,-0.00302476629362037,-0.000203071751353271,-0.000869189529408289,-0.000251976484261706,0.00210895170132343,-0.00374206081180837,-6.74194181121548e-05
155,-0.00244595034485476,-0.00237793441193306,-0.000536055017435435,-0.000959914517573055,-0.000348483084287574,0.00368167143379408,-0.00422366539446679,8.51216803571662e-06
156,-0.00097251852651075,-0.000904638536485199,-0.000479190437256648,-0.000626129270167498,-0.000382177579034626,0.00358920606784948,-0.00277925105191989,-0.000227096265956019
157,-0.00317742825378476,-0.00311035462482012,-0.000728393566141516,-0.00042935522291715,-0.000997053937760114,0.00332584911049821,-0.00451765242802048,0.00023625141952093
158,-0.00139381716110982,-0.00132709703516229,-0.00106855998087415,0.000102088481622147,-0.0014836765528897,0.00346433040810429,-0.00351985549942383,0.00117857610829896
159,-0.00190552939676782,-0.00183955384278494,-0.000839581122921105,0.000550588800677498,-0.00124228640914422,0.00401561585163933,-0.0050507375144576,0.000726846551421157
160,-0.00241054522318562,-0.00234611858216462,-0.000504233491434598,0.000304592890468018,-0.000916924768105599,0.00329164801219349,-0.00481494539668285,0.000293744171396922
